trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled
B20121216WKD_075550_F..N69R,13:10:30,13:10:30,F18N,22,,0,0,
B20121216WKD_066000_F..S69R,11:52:30,11:52:30,F18S,24,,0,0,
B20121216WKD_076250_F..N69R,13:18:00,13:18:00,F18N,22,,0,0,
B20121216WKD_066750_F..S69R,12:00:30,12:00:30,F18S,24,,0,0,
B20121216WKD_077050_F..N69R,13:25:30,13:25:30,F18N,22,,0,0,
B20121216WKD_067500_F..S69R,12:07:30,12:07:30,F18S,24,,0,0,
B20121216WKD_077800_F..N69R,13:33:00,13:33:00,F18N,22,,0,0,
B20121216WKD_068250_F..S69R,12:15:00,12:15:00,F18S,24,,0,0,
B20121216WKD_078550_F..N69R,13:40:30,13:40:30,F18N,22,,0,0,
B20121216WKD_069000_F..S69R,12:22:30,12:22:30,F18S,24,,0,0,
B20121216WKD_079250_F..N69R,13:48:00,13:48:00,F18N,22,,0,0,
B20121216WKD_069750_F..S69R,12:30:30,12:30:30,F18S,24,,0,0,
B20121216WKD_080050_F..N69R,13:55:30,13:55:30,F18N,22,,0,0,
B20121216WKD_070500_F..S69R,12:37:30,12:37:30,F18S,24,,0,0,
B20121216WKD_080800_F..N69R,14:03:00,14:03:00,F18N,22,,0,0,
B20121216WKD_071250_F..S69R,12:45:00,12:45:00,F18S,24,,0,0,
B20121216WKD_081550_F..N69R,14:10:30,14:10:30,F18N,22,,0,0,
B20121216WKD_072000_F..S69R,12:52:30,12:52:30,F18S,24,,0,0,
B20121216WKD_082250_F..N69R,14:18:00,14:18:00,F18N,22,,0,0,
B20121216WKD_072750_F..S69R,13:00:30,13:00:30,F18S,24,,0,0,
B20121216WKD_083000_F..N69R,14:25:00,14:25:00,F18N,22,,0,0,
B20121216WKD_073500_F..S69R,13:07:30,13:07:30,F18S,24,,0,0,
B20121216WKD_083600_F..N69R,14:31:00,14:31:00,F18N,22,,0,0,
B20121216WKD_074250_F..S69R,13:15:00,13:15:00,F18S,24,,0,0,
B20121216WKD_084150_F..N69R,14:36:30,14:36:30,F18N,22,,0,0,
B20121216WKD_075000_F..S69R,13:22:30,13:22:30,F18S,24,,0,0,
B20121216WKD_084750_F..N69R,14:42:30,14:42:30,F18N,22,,0,0,
B20121216WKD_086100_F..N68R,14:48:30,14:48:30,F18N,17,,0,0,
B20121216WKD_075750_F..S69R,13:30:30,13:30:30,F18S,24,,0,0,
B20121216WKD_085950_F..N69R,14:54:30,14:54:30,F18N,22,,0,0,
B20121216WKD_076500_F..S69R,13:37:30,13:37:30,F18S,24,,0,0,
B20121216WKD_086450_F..N69R,14:59:30,14:59:30,F18N,22,,0,0,
B20121216WKD_077250_F..S69R,13:45:00,13:45:00,F18S,24,,0,0,
B20121216WKD_087150_F..N69R,15:06:30,15:06:30,F18N,22,,0,0,
B20121216WKD_078000_F..S69R,13:52:30,13:52:30,F18S,24,,0,0,
B20121216WKD_087650_F..N69R,15:12:30,15:12:30,F18N,22,,0,0,
B20121216WKD_089100_F..N68R,15:18:00,15:18:00,F18N,17,,0,0,
B20121216WKD_078750_F..S69R,14:00:30,14:00:30,F18S,24,,0,0,
B20121216WKD_088900_F..N69R,15:24:30,15:24:30,F18N,22,,0,0,
B20121216WKD_079500_F..S69R,14:07:30,14:07:30,F18S,24,,0,0,
B20121216WKD_089550_F..N69R,15:30:30,15:30:30,F18N,22,,0,0,
B20121216WKD_080250_F..S69R,14:15:00,14:15:00,F18S,24,,0,0,
B20121216WKD_090050_F..N69R,15:36:30,15:36:30,F18N,22,,0,0,
B20121216WKD_081000_F..S69R,14:22:30,14:22:30,F18S,24,,0,0,
B20121216WKD_090750_F..N69R,15:42:30,15:42:30,F18N,22,,0,0,
B20121216WKD_092100_F..N68R,15:47:30,15:47:30,F18N,17,,0,0,
B20121216WKD_081700_F..S69R,14:30:30,14:30:30,F18S,24,,0,0,
B20121216WKD_091900_F..N69R,15:54:00,15:54:00,F18N,22,,0,0,
B20121216WKD_082600_F..S69R,14:38:30,14:38:30,F18S,24,,0,0,
B20121216WKD_092400_F..N69R,16:00:00,16:00:00,F18N,22,,0,0,
B20121216WKD_093750_F..N68R,16:04:30,16:04:30,F18N,17,,0,0,
B20121216WKD_083250_F..S69R,14:45:00,14:45:00,F18S,24,,0,0,
B20121216WKD_093200_F..N69R,16:08:00,16:08:00,F18N,22,,0,0,
B20121216WKD_094700_F..N68R,16:14:00,16:14:00,F18N,17,,0,0,
B20121216WKD_084000_F..S69R,14:52:30,14:52:30,F18S,24,,0,0,
B20121216WKD_094250_F..N69R,16:17:30,16:17:30,F18N,22,,0,0,
B20121216WKD_084700_F..S69R,15:00:30,15:00:30,F18S,24,,0,0,
B20121216WKD_094850_F..N69R,16:24:00,16:24:00,F18N,22,,0,0,
B20121216WKD_096200_F..N68R,16:28:30,16:28:30,F18N,17,,0,0,
B20121216WKD_085600_F..S69R,15:08:30,15:08:30,F18S,24,,0,0,
B20121216WKD_095600_F..N69R,16:32:00,16:32:00,F18N,22,,0,0,
B20121216WKD_097000_F..N68R,16:36:30,16:36:30,F18N,17,,0,0,
B20121216WKD_086250_F..S69R,15:15:00,15:15:00,F18S,24,,0,0,
B20121216WKD_096450_F..N69R,16:39:30,16:39:30,F18N,22,,0,0,
B20121216WKD_087000_F..S69R,15:22:30,15:22:30,F18S,24,,0,0,
B20121216WKD_096850_F..N69R,16:43:30,16:43:30,F18N,22,,0,0,
B20121216WKD_098000_F..N68R,16:47:30,16:47:30,F18N,17,,0,0,
B20121216WKD_087750_F..S69R,15:30:30,15:30:30,F18S,24,,0,0,
B20121216WKD_097650_F..N69R,16:51:30,16:51:30,F18N,22,,0,0,
B20121216WKD_098900_F..N68R,16:55:30,16:55:30,F18N,17,,0,0,
B20121216WKD_088500_F..S69R,15:37:30,15:37:30,F18S,24,,0,0,
B20121216WKD_098450_F..N69R,16:59:30,16:59:30,F18N,22,,0,0,
B20121216WKD_099650_F..N68R,17:03:00,17:03:00,F18N,17,,0,0,
B20121216WKD_089100_F..S69R,15:45:00,15:45:00,F18S,24,,0,0,
B20121216WKD_099250_F..N69R,17:07:30,17:07:30,F18N,22,,0,0,
B20121216WKD_100500_F..N68R,17:11:30,17:11:30,F18N,17,,0,0,
B20121216WKD_090000_F..S69R,15:52:30,15:52:30,F18S,24,,0,0,
B20121216WKD_100050_F..N69R,17:15:30,17:15:30,F18N,22,,0,0,
B20121216WKD_101300_F..N68R,17:19:30,17:19:30,F18N,17,,0,0,
B20121216WKD_090700_F..S69R,16:00:30,16:00:30,F18S,24,,0,0,
B20121216WKD_100850_F..N69R,17:23:30,17:23:30,F18N,22,,0,0,
B20121216WKD_102100_F..N68R,17:27:30,17:27:30,F18N,17,,0,0,
B20121216WKD_091500_F..S69R,16:07:30,16:07:30,F18S,24,,0,0,
B20121216WKD_101650_F..N69R,17:31:30,17:31:30,F18N,22,,0,0,
B20121216WKD_092200_F..S70R,16:14:30,16:14:30,F18S,24,,0,0,
B20121216WKD_103000_F..N68R,17:36:30,17:36:30,F18N,17,,0,0,
B20121216WKD_092750_F..S69R,16:20:00,16:20:00,F18S,24,,0,0,
B20121216WKD_102600_F..N69R,17:41:00,17:41:00,F18N,22,,0,0,
B20121216WKD_103950_F..N68R,17:46:00,17:46:00,F18N,17,,0,0,
B20121216WKD_093300_F..S70R,16:26:00,16:26:00,F18S,24,,0,0,
B20121216WKD_093750_F..S69R,16:32:00,16:32:00,F18S,24,,0,0,
B20121216WKD_103600_F..N69R,17:51:00,17:51:00,F18N,22,,0,0,
B20121216WKD_105050_F..N68R,17:57:00,17:57:00,F18N,17,,0,0,
B20121216WKD_094550_F..S69R,16:38:00,16:38:00,F18S,24,,0,0,
B20121216WKD_104700_F..N69R,18:02:30,18:02:30,F18N,22,,0,0,
B20121216WKD_095150_F..S70R,16:44:00,16:44:00,F18S,24,,0,0,
B20121216WKD_106050_F..N68R,18:07:00,18:07:00,F18N,17,,0,0,
B20121216WKD_095550_F..S69R,16:50:00,16:50:00,F18S,24,,0,0,
B20121216WKD_105700_F..N69R,18:12:00,18:12:00,F18N,22,,0,0,
B20121216WKD_107000_F..N68R,18:16:30,18:16:30,F18N,17,,0,0,
B20121216WKD_096250_F..S70R,16:55:00,16:55:00,F18S,24,,0,0,
B20121216WKD_096650_F..S69R,16:59:30,16:59:30,F18S,24,,0,0,
B20121216WKD_106850_F..N69R,18:23:30,18:23:30,F18N,22,,0,0,
B20121216WKD_108100_F..N68R,18:28:30,18:28:30,F18N,17,,0,0,
B20121216WKD_097050_F..S70R,17:05:00,17:05:00,F18S,24,,0,0,
B20121216WKD_097750_F..S69R,17:10:00,17:10:00,F18S,24,,0,0,
B20121216WKD_107650_F..N69R,18:33:00,18:33:00,F18N,22,,0,0,
B20121216WKD_098250_F..S70R,17:15:00,17:15:00,F18S,24,,0,0,
B20121216WKD_109200_F..N68R,18:39:30,18:39:30,F18N,17,,0,0,
B20121216WKD_098700_F..S69R,17:19:30,17:19:30,F18S,24,,0,0,
B20121216WKD_108900_F..N69R,18:44:00,18:44:00,F18N,22,,0,0,
B20121216WKD_099100_F..S70R,17:25:00,17:25:00,F18S,24,,0,0,
B20121216WKD_110300_F..N68R,18:49:30,18:49:30,F18N,17,,0,0,
B20121216WKD_099700_F..S69R,17:30:00,17:30:00,F18S,24,,0,0,
B20121216WKD_109950_F..N69R,18:54:30,18:54:30,F18N,22,,0,0,
B20121216WKD_100200_F..S70R,17:35:00,17:35:00,F18S,24,,0,0,
B20121216WKD_111200_F..N68R,18:58:30,18:58:30,F18N,17,,0,0,
B20121216WKD_100700_F..S69R,17:40:00,17:40:00,F18S,24,,0,0,
B20121216WKD_110850_F..N69R,19:04:30,19:04:30,F18N,22,,0,0,
B20121216WKD_112300_F..N68R,19:09:30,19:09:30,F18N,17,,0,0,
B20121216WKD_101200_F..S70R,17:45:00,17:45:00,F18S,24,,0,0,
B20121216WKD_101700_F..S69R,17:50:00,17:50:00,F18S,24,,0,0,
B20121216WKD_112000_F..N69R,19:15:00,19:15:00,F18N,22,,0,0,
B20121216WKD_113300_F..N68R,19:20:30,19:20:30,F18N,17,,0,0,
B20121216WKD_102150_F..S70R,17:55:00,17:55:00,F18S,24,,0,0,
B20121216WKD_102600_F..S69R,18:00:00,18:00:00,F18S,24,,0,0,
B20121216WKD_113100_F..N69R,19:26:00,19:26:00,F18N,22,,0,0,
B20121216WKD_114400_F..N68R,19:30:30,19:30:30,F18N,17,,0,0,
B20121216WKD_103200_F..S70R,18:05:30,18:05:30,F18S,24,,0,0,
B20121216WKD_103650_F..S69R,18:10:30,18:10:30,F18S,24,,0,0,
B20121216WKD_114050_F..N69R,19:36:00,19:36:00,F18N,22,,0,0,
B20121216WKD_115500_F..N68R,19:41:30,19:41:30,F18N,17,,0,0,
B20121216WKD_104150_F..S70R,18:14:30,18:14:30,F18S,24,,0,0,
B20121216WKD_104700_F..S69R,18:20:00,18:20:00,F18S,24,,0,0,
B20121216WKD_115250_F..N69R,19:47:30,19:47:30,F18N,22,,0,0,
B20121216WKD_105250_F..S69R,18:25:00,18:25:00,F18S,24,,0,0,
B20121216WKD_115850_F..N69R,19:54:00,19:54:00,F18N,22,,0,0,
B20121216WKD_105750_F..S70R,18:30:00,18:30:00,F18S,24,,0,0,
B20121216WKD_106300_F..S69R,18:35:00,18:35:00,F18S,24,,0,0,
B20121216WKD_116450_F..N69R,19:59:30,19:59:30,F18N,22,,0,0,
B20121216WKD_106800_F..S70R,18:40:00,18:40:00,F18S,24,,0,0,
B20121216WKD_107300_F..S69R,18:45:00,18:45:00,F18S,24,,0,0,
B20121216WKD_117050_F..N69R,20:05:30,20:05:30,F18N,22,,0,0,
B20121216WKD_107800_F..S69R,18:50:00,18:50:00,F18S,24,,0,0,
B20121216WKD_117650_F..N69R,20:11:30,20:11:30,F18N,22,,0,0,
B20121216WKD_108050_F..S69R,18:54:30,18:54:30,F18S,24,,0,0,
B20121216WKD_118250_F..N69R,20:17:30,20:17:30,F18N,22,,0,0,
B20121216WKD_108600_F..S70R,18:59:30,18:59:30,F18S,24,,0,0,
B20121216WKD_109050_F..S69R,19:04:30,19:04:30,F18S,24,,0,0,
B20121216WKD_118850_F..N69R,20:23:30,20:23:30,F18N,22,,0,0,
B20121216WKD_109700_F..S69R,19:09:30,19:09:30,F18S,24,,0,0,
B20121216WKD_119450_F..N69R,20:29:30,20:29:30,F18N,22,,0,0,
B20121216WKD_110200_F..S69R,19:15:30,19:15:30,F18S,24,,0,0,
B20121216WKD_119950_F..N69R,20:35:30,20:35:30,F18N,22,,0,0,
B20121216WKD_110700_F..S69R,19:19:30,19:19:30,F18S,24,,0,0,
B20121216WKD_120650_F..N69R,20:41:30,20:41:30,F18N,22,,0,0,
B20121216WKD_111200_F..S69R,19:24:30,19:24:30,F18S,24,,0,0,
B20121216WKD_121250_F..N69R,20:47:30,20:47:30,F18N,22,,0,0,
B20121216WKD_111700_F..S69R,19:29:30,19:29:30,F18S,24,,0,0,
B20121216WKD_121850_F..N69R,20:53:30,20:53:30,F18N,22,,0,0,
B20121216WKD_112200_F..S70R,19:34:30,19:34:30,F18S,24,,0,0,
B20121216WKD_112700_F..S69R,19:39:30,19:39:30,F18S,24,,0,0,
B20121216WKD_122450_F..N69R,20:59:30,20:59:30,F18N,22,,0,0,
B20121216WKD_113250_F..S69R,19:44:30,19:44:30,F18S,24,,0,0,
B20121216WKD_123250_F..N69R,21:07:30,21:07:30,F18N,22,,0,0,
B20121216WKD_113750_F..S70R,19:49:30,19:49:30,F18S,24,,0,0,
B20121216WKD_114250_F..S69R,19:54:30,19:54:30,F18S,24,,0,0,
B20121216WKD_124000_F..N69R,21:15:00,21:15:00,F18N,22,,0,0,
B20121216WKD_114850_F..S69R,20:00:30,20:00:30,F18S,24,,0,0,
B20121216WKD_124750_F..N69R,21:22:30,21:22:30,F18N,22,,0,0,
B20121216WKD_115450_F..S69R,20:06:30,20:06:30,F18S,24,,0,0,
B20121216WKD_125500_F..N69R,21:30:00,21:30:00,F18N,22,,0,0,
B20121216WKD_116050_F..S69R,20:12:30,20:12:30,F18S,24,,0,0,
B20121216WKD_126450_F..N69R,21:39:30,21:39:30,F18N,22,,0,0,
B20121216WKD_116650_F..S70R,20:18:30,20:18:30,F18S,24,,0,0,
B20121216WKD_117250_F..S69R,20:24:30,20:24:30,F18S,24,,0,0,
B20121216WKD_117850_F..S69R,20:30:30,20:30:30,F18S,24,,0,0,
B20121216WKD_127450_F..N69R,21:50:00,21:50:00,F18N,22,,0,0,
B20121216WKD_118450_F..S69R,20:36:30,20:36:30,F18S,24,,0,0,
B20121216WKD_128450_F..N69R,22:00:00,22:00:00,F18N,22,,0,0,
B20121216WKD_119050_F..S69R,20:43:30,20:43:30,F18S,24,,0,0,
B20121216WKD_119650_F..S69R,20:48:30,20:48:30,F18S,24,,0,0,
B20121216WKD_129450_F..N69R,22:10:00,22:10:00,F18N,22,,0,0,
B20121216WKD_120250_F..S70R,20:54:30,20:54:30,F18S,24,,0,0,
B20121216WKD_120850_F..S69R,21:00:30,21:00:30,F18S,24,,0,0,
B20121216WKD_130500_F..N69R,22:20:00,22:20:00,F18N,22,,0,0,
B20121216WKD_121450_F..S69R,21:06:30,21:06:30,F18S,24,,0,0,
B20121216WKD_131450_F..N69R,22:30:00,22:30:00,F18N,22,,0,0,
B20121216WKD_122050_F..S69R,21:12:30,21:12:30,F18S,24,,0,0,
B20121216WKD_122800_F..S69R,21:20:30,21:20:30,F18S,24,,0,0,
B20121216WKD_132600_F..N69R,22:41:00,22:41:00,F18N,22,,0,0,
B20121216WKD_123700_F..S69R,21:28:30,21:28:30,F18S,24,,0,0,
B20121216WKD_133800_F..N69R,22:55:00,22:55:00,F18N,22,,0,0,
B20121216WKD_124500_F..S69R,21:36:30,21:36:30,F18S,24,,0,0,
B20121216WKD_135000_F..N69R,23:06:00,23:06:00,F18N,22,,0,0,
B20121216WKD_125350_F..S69R,21:45:00,21:45:00,F18S,24,,0,0,
B20121216WKD_126350_F..S69R,21:55:00,21:55:00,F18S,24,,0,0,
B20121216WKD_136200_F..N69R,23:18:00,23:18:00,F18N,22,,0,0,
B20121216WKD_127350_F..S69R,22:05:00,22:05:00,F18S,24,,0,0,
B20121216WKD_137400_F..N69R,23:29:00,23:29:00,F18N,22,,0,0,
B20121216WKD_128350_F..S69R,22:15:00,22:15:00,F18S,24,,0,0,
B20121216WKD_138600_F..N69R,23:41:00,23:41:00,F18N,22,,0,0,
B20121216WKD_129350_F..S69R,22:25:00,22:25:00,F18S,24,,0,0,
B20121216WKD_139750_F..N69R,23:52:30,23:52:30,F18N,22,,0,0,
B20121216WKD_130350_F..S69R,22:35:00,22:35:00,F18S,24,,0,0,
B20121216WKD_140950_F..N69R,24:04:30,24:04:30,F18N,22,,0,0,
B20121216WKD_131350_F..S69R,22:45:00,22:45:00,F18S,24,,0,0,
B20121216WKD_142100_F..N69R,24:16:30,24:16:30,F18N,22,,0,0,
B20121216WKD_132350_F..S69R,22:55:00,22:55:00,F18S,24,,0,0,
B20121216WKD_133350_F..S69R,23:05:00,23:05:00,F18S,24,,0,0,
B20121216WKD_143300_F..N69R,24:28:30,24:28:30,F18N,22,,0,0,
B20121216WKD_134250_F..S69R,23:14:00,23:14:00,F18S,24,,0,0,
B20121216WKD_144550_F..N69R,24:40:30,24:40:30,F18N,22,,0,0,
B20121216WKD_135350_F..S69R,23:25:00,23:25:00,F18S,24,,0,0,
B20121216WKD_146100_F..N69R,24:55:30,24:55:30,F18N,22,,0,0,
B20121216WKD_136350_F..S69R,23:35:00,23:35:00,F18S,24,,0,0,
B20121216WKD_137450_F..S69R,23:45:30,23:45:30,F18S,24,,0,0,
B20121216WKD_148150_F..N69R,25:15:30,25:15:30,F18N,22,,0,0,
B20121216WKD_138500_F..S69R,23:56:00,23:56:00,F18S,24,,0,0,
B20121216WKD_139700_F..S69R,24:08:00,24:08:00,F18S,24,,0,0,
B20121216WKD_150150_F..N69R,25:35:30,25:35:30,F18N,22,,0,0,
B20121216WKD_140900_F..S69R,24:20:00,24:20:00,F18S,24,,0,0,
B20121216WKD_152150_F..N69R,25:55:30,25:55:30,F18N,22,,0,0,
B20121216WKD_142000_F..S69R,24:31:30,24:31:30,F18S,24,,0,0,
B20121216WKD_143500_F..S69R,24:45:30,24:45:30,F18S,24,,0,0,
B20121216WKD_154150_F..N69R,26:15:30,26:15:30,F18N,22,,0,0,
B20121216SAT_000900_F..S69R,00:59:30,00:59:30,F18S,24,,0,0,
B20121216SAT_012150_F..N69R,02:35:30,02:35:30,F18N,22,,0,0,
B20121216SAT_002900_F..S69R,01:19:30,01:19:30,F18S,24,,0,0,
B20121216SAT_014150_F..N69R,02:55:30,02:55:30,F18N,22,,0,0,
B20121216SAT_004900_F..S69R,01:39:30,01:39:30,F18S,24,,0,0,
B20121216SAT_016150_F..N69R,03:15:30,03:15:30,F18N,22,,0,0,
B20121216SAT_006900_F..S69R,01:59:30,01:59:30,F18S,24,,0,0,
B20121216SAT_018150_F..N69R,03:35:30,03:35:30,F18N,22,,0,0,
B20121216SAT_008900_F..S69R,02:19:30,02:19:30,F18S,24,,0,0,
B20121216SAT_020150_F..N69R,03:55:30,03:55:30,F18N,22,,0,0,
B20121216SAT_010900_F..S69R,02:39:30,02:39:30,F18S,24,,0,0,
B20121216SAT_022150_F..N69R,04:15:30,04:15:30,F18N,22,,0,0,
B20121216SAT_012900_F..S69R,02:59:30,02:59:30,F18S,24,,0,0,
B20121216SAT_024150_F..N69R,04:35:30,04:35:30,F18N,22,,0,0,
B20121216SAT_014900_F..S69R,03:19:30,03:19:30,F18S,24,,0,0,
B20121216SAT_026150_F..N69R,04:55:30,04:55:30,F18N,22,,0,0,
B20121216SAT_016900_F..S69R,03:39:30,03:39:30,F18S,24,,0,0,
B20121216SAT_028150_F..N69R,05:15:30,05:15:30,F18N,22,,0,0,
B20121216SAT_018900_F..S69R,03:59:30,03:59:30,F18S,24,,0,0,
B20121216SAT_030150_F..N69R,05:35:30,05:35:30,F18N,22,,0,0,
B20121216SAT_020900_F..S69R,04:19:30,04:19:30,F18S,24,,0,0,
B20121216SAT_032150_F..N69R,05:55:30,05:55:30,F18N,22,,0,0,
B20121216SAT_022900_F..S69R,04:39:30,04:39:30,F18S,24,,0,0,
B20121216SAT_034050_F..N69R,06:14:30,06:14:30,F18N,22,,0,0,
B20121216SAT_024900_F..S69R,04:59:30,04:59:30,F18S,24,,0,0,
B20121216SAT_035700_F..N69R,06:32:00,06:32:00,F18N,22,,0,0,
B20121216SAT_026900_F..S69R,05:19:30,05:19:30,F18S,24,,0,0,
B20121216SAT_037400_F..N69R,06:49:00,06:49:00,F18N,22,,0,0,
B20121216SAT_028900_F..S69R,05:39:30,05:39:30,F18S,24,,0,0,
B20121216SAT_038950_F..N69R,07:05:00,07:05:00,F18N,22,,0,0,
B20121216SAT_040150_F..N69R,07:17:00,07:17:00,F18N,22,,0,0,
B20121216SAT_030900_F..S69R,05:59:30,05:59:30,F18S,24,,0,0,
B20121216SAT_041450_F..N69R,07:30:00,07:30:00,F18N,22,,0,0,
B20121216SAT_032900_F..S69R,06:19:30,06:19:30,F18S,24,,0,0,
B20121216SAT_042650_F..N69R,07:42:00,07:42:00,F18N,22,,0,0,
B20121216SAT_043850_F..N69R,07:54:00,07:54:00,F18N,22,,0,0,
B20121216SAT_034500_F..S69R,06:36:00,06:36:00,F18S,24,,0,0,
B20121216SAT_045050_F..N69R,08:06:00,08:06:00,F18N,22,,0,0,
B20121216SAT_036100_F..S69R,06:52:00,06:52:00,F18S,24,,0,0,
B20121216SAT_046250_F..N69R,08:18:00,08:18:00,F18N,22,,0,0,
B20121216SAT_037500_F..S69R,07:07:00,07:07:00,F18S,24,,0,0,
B20121216SAT_047450_F..N69R,08:30:00,08:30:00,F18N,22,,0,0,
B20121216SAT_038550_F..S69R,07:18:00,07:18:00,F18S,24,,0,0,
B20121216SAT_048550_F..N69R,08:41:00,08:41:00,F18N,22,,0,0,
B20121216SAT_049550_F..N69R,08:51:00,08:51:00,F18N,22,,0,0,
B20121216SAT_039750_F..S69R,07:30:00,07:30:00,F18S,24,,0,0,
B20121216SAT_050550_F..N69R,09:01:00,09:01:00,F18N,22,,0,0,
B20121216SAT_040850_F..S69R,07:41:00,07:41:00,F18S,24,,0,0,
B20121216SAT_051550_F..N69R,09:11:00,09:11:00,F18N,22,,0,0,
B20121216SAT_041850_F..S69R,07:51:00,07:51:00,F18S,24,,0,0,
B20121216SAT_052550_F..N69R,09:21:00,09:21:00,F18N,22,,0,0,
B20121216SAT_042850_F..S69R,08:01:00,08:01:00,F18S,24,,0,0,
B20121216SAT_053550_F..N69R,09:31:00,09:31:00,F18N,22,,0,0,
B20121216SAT_043850_F..S69R,08:11:00,08:11:00,F18S,24,,0,0,
B20121216SAT_054550_F..N69R,09:41:00,09:41:00,F18N,22,,0,0,
B20121216SAT_044850_F..S69R,08:21:00,08:21:00,F18S,24,,0,0,
B20121216SAT_055550_F..N69R,09:51:00,09:51:00,F18N,22,,0,0,
B20121216SAT_045850_F..S69R,08:31:00,08:31:00,F18S,24,,0,0,
B20121216SAT_056550_F..N69R,10:01:00,10:01:00,F18N,22,,0,0,
B20121216SAT_046850_F..S69R,08:41:00,08:41:00,F18S,24,,0,0,
B20121216SAT_057550_F..N69R,10:11:00,10:11:00,F18N,22,,0,0,
B20121216SAT_047850_F..S69R,08:51:00,08:51:00,F18S,24,,0,0,
B20121216SAT_058550_F..N69R,10:21:00,10:21:00,F18N,22,,0,0,
B20121216SAT_048850_F..S69R,09:01:00,09:01:00,F18S,24,,0,0,
B20121216SAT_059550_F..N69R,10:31:00,10:31:00,F18N,22,,0,0,
B20121216SAT_049850_F..S69R,09:11:00,09:11:00,F18S,24,,0,0,
B20121216SAT_060550_F..N69R,10:41:00,10:41:00,F18N,22,,0,0,
B20121216SAT_050850_F..S69R,09:21:00,09:21:00,F18S,24,,0,0,
B20121216SAT_061550_F..N69R,10:51:00,10:51:00,F18N,22,,0,0,
B20121216SAT_051850_F..S69R,09:31:00,09:31:00,F18S,24,,0,0,
B20121216SAT_062550_F..N69R,11:01:00,11:01:00,F18N,22,,0,0,
B20121216SAT_052850_F..S69R,09:41:00,09:41:00,F18S,24,,0,0,
B20121216SAT_063550_F..N69R,11:11:00,11:11:00,F18N,22,,0,0,
B20121216SAT_053850_F..S69R,09:51:00,09:51:00,F18S,24,,0,0,
B20121216SAT_064550_F..N69R,11:21:00,11:21:00,F18N,22,,0,0,
B20121216SAT_054850_F..S69R,10:01:00,10:01:00,F18S,24,,0,0,
B20121216SAT_065550_F..N69R,11:31:00,11:31:00,F18N,22,,0,0,
B20121216SAT_055850_F..S69R,10:11:00,10:11:00,F18S,24,,0,0,
B20121216SAT_066550_F..N69R,11:41:00,11:41:00,F18N,22,,0,0,
B20121216SAT_056850_F..S69R,10:21:00,10:21:00,F18S,24,,0,0,
B20121216SAT_067550_F..N69R,11:51:00,11:51:00,F18N,22,,0,0,
B20121216SAT_057850_F..S69R,10:31:00,10:31:00,F18S,24,,0,0,
B20121216SAT_068550_F..N69R,12:01:00,12:01:00,F18N,22,,0,0,
B20121216SAT_058850_F..S69R,10:41:00,10:41:00,F18S,24,,0,0,
B20121216SAT_069550_F..N69R,12:11:00,12:11:00,F18N,22,,0,0,
B20121216SAT_059850_F..S69R,10:51:00,10:51:00,F18S,24,,0,0,
B20121216SAT_070550_F..N69R,12:21:00,12:21:00,F18N,22,,0,0,
B20121216SAT_060850_F..S69R,11:01:00,11:01:00,F18S,24,,0,0,
B20121216SAT_071550_F..N69R,12:31:00,12:31:00,F18N,22,,0,0,
B20121216SAT_061850_F..S69R,11:11:00,11:11:00,F18S,24,,0,0,
B20121216SAT_072550_F..N69R,12:41:00,12:41:00,F18N,22,,0,0,
B20121216SAT_062850_F..S69R,11:21:00,11:21:00,F18S,24,,0,0,
B20121216SAT_073550_F..N69R,12:51:00,12:51:00,F18N,22,,0,0,
B20121216SAT_063850_F..S69R,11:31:00,11:31:00,F18S,24,,0,0,
B20121216SAT_074550_F..N69R,13:01:00,13:01:00,F18N,22,,0,0,
B20121216SAT_064850_F..S69R,11:41:00,11:41:00,F18S,24,,0,0,
B20121216SAT_075550_F..N69R,13:11:00,13:11:00,F18N,22,,0,0,
B20121216SAT_065850_F..S69R,11:51:00,11:51:00,F18S,24,,0,0,
B20121216SAT_076550_F..N69R,13:21:00,13:21:00,F18N,22,,0,0,
B20121216SAT_066850_F..S69R,12:01:00,12:01:00,F18S,24,,0,0,
B20121216SAT_077550_F..N69R,13:31:00,13:31:00,F18N,22,,0,0,
B20121216SAT_067850_F..S69R,12:11:00,12:11:00,F18S,24,,0,0,
B20121216SAT_078550_F..N69R,13:41:00,13:41:00,F18N,22,,0,0,
B20121216SAT_068850_F..S69R,12:21:00,12:21:00,F18S,24,,0,0,
B20121216SAT_079550_F..N69R,13:51:00,13:51:00,F18N,22,,0,0,
B20121216SAT_069850_F..S69R,12:31:00,12:31:00,F18S,24,,0,0,
B20121216SAT_080550_F..N69R,14:01:00,14:01:00,F18N,22,,0,0,
B20121216SAT_070850_F..S69R,12:41:00,12:41:00,F18S,24,,0,0,
B20121216SAT_081550_F..N69R,14:11:00,14:11:00,F18N,22,,0,0,
B20121216SAT_071850_F..S69R,12:51:00,12:51:00,F18S,24,,0,0,
B20121216SAT_082550_F..N69R,14:21:00,14:21:00,F18N,22,,0,0,
B20121216SAT_072850_F..S69R,13:01:00,13:01:00,F18S,24,,0,0,
B20121216SAT_083550_F..N69R,14:31:00,14:31:00,F18N,22,,0,0,
B20121216SAT_073850_F..S69R,13:11:00,13:11:00,F18S,24,,0,0,
